employee_id,name,role,department,performance,experience,training_hours,salary,remote_share,team_size,manager_quality
E100350,Nathalie Kambs,Data Scientist,IT,173.76113754060432,15,23.351075798710525,59908.309666831454,0.4541152157954423,12,5
E100351,Horst-Dieter Bruder,HR Specialist,HR,162.50957450929943,5,54.20176962693373,39412.948498275655,0.5974709207704975,7,4
E100352,Pietro Hecker-Stey,Software Engineer,IT,158.6645971639934,8,36.56117805187338,45456.916725308285,0.10876939550818716,9,5
E100353,Wilma Roht-Kobelt,Sales Representative,Sales,149.00251555895275,3,45.750330351090184,35419.645949397585,0.4277984281818379,13,2
E100354,Rigo Kroker,Line Manager,Sales,141.98243224562833,1,38.83609337139224,36365.3303316605,0.9430122240009011,11,4
E100355,Franco Reising,System Administrator,IT,139.25004895885792,3,26.07610472216313,39044.92223246217,0.28800753140162516,6,5
E100356,Henry Koch,Line Manager,Sales,147.37505718282063,0,50.55544602131975,32094.558056863934,0.3807812357357793,4,4
E100357,Lidija Kranz,Data Scientist,IT,232.1936624155801,18,67.5072303053733,50830.053189273654,0.566856099649602,11,5
E100358,Babett Steuer,HR Specialist,HR,126.71747869705973,9,34.84991723644308,49498.97437081582,0.49191870421800715,4,2
E100359,Dipl.-Ing. Aleksandr Scholl B.Eng.,Data Scientist,IT,191.02798244350922,20,36.77641449154758,61721.80319914959,0.8831916094384477,5,5
E100360,Univ.Prof. Anto Schuster MBA.,Account Manager,Sales,156.71295718781462,14,13.509004567329406,61231.60081567913,0.7336727101888906,12,2
E100361,Margaret Lange,System Administrator,IT,201.00104296857359,18,53.51502903456121,73372.48683785257,0.6373559810319167,4,4
E100362,Christoph Bien,Software Engineer,IT,165.7903931518725,15,49.117653228420025,55368.804437057246,0.13127983244150848,5,2
E100363,Gerfried Nohlmans,Data Scientist,IT,191.08678790698426,20,22.66616137945086,68691.09638828646,0.43624303993171637,8,5
E100364,Benedikt Heinz,HR Specialist,HR,85.27083300128189,3,19.351145379531136,33003.221474735015,0.7389424021088803,5,2
E100365,Hans-Karl Metz-Koch II,Account Manager,Sales,134.08569760279778,1,20.50768716834735,38177.158878784,0.4764256840628735,12,3
E100366,Prof. Natalie Vogt,People Operations Lead,HR,147.6209148170381,12,46.451691253728185,54475.139426360365,0.3236115618922027,10,2
E100367,Thorben Liebelt-Sölzer,HR Business Partner,HR,165.22286516692918,0,47.449914196140824,38641.646902831664,0.4716019412681664,13,5
E100368,Serge Niemeier,Account Manager,Sales,150.18625735174794,16,30.766660556312118,64068.771014736936,0.5431332239106842,8,2
E100369,Ing. Alwina Stumpf,Account Manager,Sales,186.124463003731,12,44.992600313827985,55212.2509031791,0.2665509173481366,9,4
E100370,Dolores Martin,Account Manager,Sales,140.7966130323232,3,41.58877120991153,36341.03391301418,0.652391001120325,3,4
E100371,Walburga Heinz B.Eng.,Business Development Manager,Sales,141.6811573623437,6,36.327302931457815,46089.96049628669,0.19504394452738763,5,3
E100372,Mohamed Koch,Key Account Manager,Sales,178.74480507070902,16,49.701968266853,53311.56900877328,0.3463556370197301,5,3
E100373,Anna-Marie Kruschwitz,Line Manager,IT,153.05093237166258,8,27.950643987719616,46426.71977760255,0.3356713196532074,4,5
E100374,Cordula Eberhardt,Business Development Manager,Sales,161.40261396501006,3,51.47539213593895,35649.76778136018,0.7772890730419532,9,5
E100375,Antoinette Spieß B.A.,Account Manager,Sales,175.057543513403,18,32.714784459856475,69627.09413578884,0.3264777489919138,11,4
E100376,Andrei Zimmer,People Operations Lead,HR,137.10945908971448,0,57.815366819670444,29061.491970629817,0.26661427058027715,6,2
E100377,Elena Eberth,Account Manager,Sales,143.7954957919792,9,29.946939765185334,42806.32782918665,0.3999018802630624,14,5
E100378,Apostolos Wieloch B.A.,Recruiter,HR,117.77009703672303,3,36.48427921399873,36036.7533745985,0.3560046302848648,7,2
E100379,Rudolf Heintze B.Eng.,Key Account Manager,Sales,174.22077524228916,8,40.58587137542353,40585.79735565828,0.8535812726955256,5,3
E100380,Richard Schenk-Adler,Sales Representative,Sales,163.97520234389486,12,40.52318547822483,44373.68893706257,0.3644156178887496,13,4
E100381,Sina Fiebig,Line Manager,IT,185.3307220116744,13,44.908285006180954,59635.61240742746,0.8964724220083495,11,3
E100382,Jurij Hermann-Gertz,Data Scientist,IT,149.11189145109512,9,27.143175817533226,50895.307863473354,0.4281979331666281,6,5
E100383,Max Bauer,HR Business Partner,HR,137.24090406652675,5,39.62687591753365,42335.45471996787,0.7349342997688928,7,3
E100384,Ahmet Klemt-Zobel,IT Project Lead,IT,186.74419597999,15,41.38131706402721,66514.64210972906,0.3071827795195973,3,5
E100385,Prof. Gotthard Bachmann B.A.,HR Manager,HR,131.58310284338037,5,34.72261775971873,36674.84054848037,0.8260840533179481,13,1
E100386,Anja Eberth,Sales Lead,Sales,182.34811876920267,16,44.040586174594175,54844.42928614373,0.5576449868756793,14,3
E100387,Prof. Beatrix Weinhage,Sales Lead,Sales,158.71313978481575,9,26.536300865122193,47649.85111595978,0.25637980494827844,4,4
E100388,Ibrahim Meister,Software Engineer,IT,155.36125147724056,17,36.735461109493166,62262.49850147045,0.8588072205719568,14,1
E100389,Juliana Scheel,HR Business Partner,HR,161.64230734677196,17,32.46815875596334,59788.521416149655,0.3342575707983177,11,1
E100390,Henner Paffrath,HR Specialist,HR,126.0759669074875,2,36.76569070450981,33600.75423256102,0.4772758912014858,4,5
E100391,Prof. Anastasios Vogt B.Eng.,System Administrator,IT,181.4980438797052,19,54.47035459921203,64941.97426897708,0.652390874439453,7,3
E100392,Marcella Becker B.Sc.,Sales Lead,Sales,206.32866810739458,20,54.664557261574004,60819.97358321585,0.2681703024462267,10,5
E100393,Dipl.-Ing. Hilma Striebitz B.Sc.,IT Project Lead,IT,180.65719689188725,14,52.7041646058122,55794.1165460312,0.06680768631271347,5,3
E100394,Univ.Prof. Therese Martin B.Sc.,Sales Representative,Sales,157.9413914595978,14,35.37742719919149,52318.12416648072,0.8642713866930759,8,3
E100395,Gordon Schlosser,HR Specialist,HR,161.53476190518222,3,49.07618276800207,37158.240358054616,0.35844732840592497,6,4
E100396,Antonio Eberth-Höfig,People Operations Lead,HR,142.37899465168883,8,41.12362126925804,42719.82620879672,0.15867885193620956,13,3
E100397,Hanna Schenk,Software Engineer,IT,203.2942484735044,18,40.455897035030084,71558.15737070526,0.6149799284521356,9,4
E100398,Insa Pärtzelt,Software Engineer,IT,198.51330042671677,16,39.22638652380831,70019.33033633934,0.45494016674607257,12,4
E100399,Frau Reinhild Tintzmann,Software Engineer,IT,189.55650869185632,10,57.58417857379125,53396.90686505953,0.46006167095946404,5,5
E100400,Slawomir Sölzer,Line Manager,Sales,149.07188276017996,8,53.658386055564634,38244.8690900834,0.49554253034823476,8,2
E100401,Heinz-Dieter Mentzel B.A.,People Operations Lead,HR,147.28778743677577,9,47.448964184470974,55525.979994395195,0.7897601690846953,14,2
E100402,Ing. Sabrina Metz,DevOps Engineer,IT,180.64745181846314,17,38.296990344893736,71878.60225186883,0.6400077375585373,12,3
E100403,Herma Vollbrecht-Dehmel,Recruiter,HR,160.226183334523,19,40.39560758254562,68093.9525565397,0.18714099329297557,11,3
E100404,Hiltraud Johann,Account Manager,Sales,170.1290464775362,12,45.30566604537734,60614.63080167766,0.11913509694908148,13,2
E100405,Gusti Fliegner,People Operations Lead,HR,119.14864764185668,7,34.783910881459775,41241.62430976661,0.7687526401038967,12,2
E100406,Frau Antoinette Caspar B.Sc.,Business Development Manager,Sales,156.60304603137928,6,49.38315715964504,32668.770325752055,0.9864815527031326,3,3
E100407,Frau Natalja Warmer,Sales Representative,Sales,158.56341627297672,16,30.787548885570935,58198.57780689203,0.5869986752584526,5,1
E100408,Rosel Ehlert,HR Specialist,HR,173.66666934572902,20,43.91843687997405,78646.50433022378,0.47078207507079584,4,1
E100409,Klaus-Michael Rörricht,Sales Representative,Sales,155.94484802141875,14,17.1028445020737,50544.60038194263,0.568856606620309,10,4
E100410,Marie-Theres Eberhardt,Business Development Manager,Sales,180.8298690580918,19,34.4938147339787,67997.60640965747,0.54535714709361,9,3
E100411,Ing. Stella Stadelmann,People Operations Lead,HR,192.0208205871914,14,60.77677132919443,58170.71946670106,0.5130098397127215,4,4
E100412,Univ.Prof. Anita Hövel,Recruiter,HR,123.96048005767764,0,50.36191494391911,27435.12878016094,0.6537756207131579,8,3
E100413,Giovanna Döhn,Software Engineer,IT,158.13243553375105,13,55.35468449934524,53782.39200081443,0.5040267770840028,5,1
E100414,Curt Sontag MBA.,Software Engineer,IT,154.1453493799672,4,33.32692332645618,38361.245671181015,0.27477508203364576,10,4
E100415,Herr Hanni Röhricht B.Eng.,Line Manager,IT,142.70152373076726,10,41.03772836800436,47189.18829032636,0.7392118898433339,12,2
E100416,Ralf Holsten,Sales Representative,Sales,211.2775822736319,15,52.819922530943046,52889.70751416034,0.39960172890128437,5,4
E100417,Dipl.-Ing. Sigismund Rörricht B.Sc.,Business Development Manager,Sales,159.53179998495645,1,46.33094934705377,33075.15971471728,0.5000238071730387,12,5
E100418,Alma Girschner,IT Project Lead,IT,172.92408042871517,7,45.08565877358319,49366.83291222486,0.7299969079667004,11,4
E100419,Meike Wiek,DevOps Engineer,IT,201.61029601445748,10,56.30581970330063,54347.862593267106,0.7303335660112921,3,5
E100420,Türkan Kambs,Software Engineer,IT,173.9611616746022,17,29.59545034386072,59951.322663050945,0.779452910731151,7,3
E100421,Adolfine Girschner,Software Engineer,IT,139.27676526619797,2,38.15761960554497,27743.860423111622,0.6901159535046161,5,4
E100422,Karl-Wilhelm Sontag-Kühnert,Sales Lead,Sales,121.20886658771202,0,22.459144373306458,28579.06058922611,0.7026749154006079,8,4
E100423,Christos Weihmann,System Administrator,IT,147.88848275427304,10,29.048939480643988,57838.95754897832,0.4405542450101503,12,3
E100424,Bartholomäus Weinhold,Sales Lead,Sales,170.11552790588092,15,50.74185392178971,63227.99039479773,0.2526981083515884,4,2
E100425,Hans-Heinrich Lindner MBA.,Data Scientist,IT,185.55645595204504,17,30.826507338078766,67519.82338397116,0.12943157380765385,11,4
E100426,Caroline Koch II,Software Engineer,IT,203.85509887888915,15,47.35524254125097,64449.284758927475,0.6897434548478378,8,5
E100427,Mirella Junk,Line Manager,HR,165.66356274971042,9,56.584850419680805,50103.83281259293,0.6007764875644289,9,2
E100428,Thomas Birnbaum,Business Development Manager,Sales,179.3042620387071,17,38.22061825008061,64603.042738067896,0.23396107538548416,7,5
E100429,Damian Wende-Schönland,Sales Representative,Sales,132.9415534480508,5,45.19863439799813,43311.53448323984,0.5222016628504689,11,1
E100430,Michel Butte,Line Manager,Sales,189.7887232996285,18,47.433121295429196,63269.1694789099,0.2575328903397686,3,3
E100431,Inge Speer,IT Project Lead,IT,155.88081509637612,3,27.785049369334345,28927.684943168395,0.7968640998785244,7,5
E100432,Dipl.-Ing. Lissy Margraf,IT Project Lead,IT,181.14640864274438,12,33.835476546989526,57614.98467312162,0.04335839915901822,13,3
E100433,Ing. Dietlinde Wende,Business Development Manager,Sales,167.79080461834977,13,29.963387883281978,62188.69052874613,0.41360133604284915,12,4
E100434,Hagen Losekann,Key Account Manager,Sales,138.66183769342862,2,34.63276889916971,28408.840303219844,0.9130686428927443,13,2
E100435,Frieder Stiebitz,IT Project Lead,IT,191.61037713282462,9,47.16110698081099,52109.6074120795,0.34001107270164244,8,2
E100436,Prof. Marie Jäntsch B.Sc.,Sales Representative,Sales,137.89415757489635,5,34.04803269057709,48403.82856694095,0.8969062029798122,9,2
E100437,Dipl.-Ing. Krzysztof Blümel B.Sc.,Recruiter,HR,119.72252751180461,0,39.64846773068183,29988.768991214394,0.18206772140706085,14,5
E100438,Gerard Hahn B.A.,Line Manager,IT,155.13865045467017,13,29.575383830687645,51909.98907629127,0.38479060649128294,6,4
E100439,Evangelia Junken,Sales Representative,Sales,183.37794727856578,7,52.26422164533702,44615.09336763378,0.40891572053275405,14,4
E100440,Adalbert Oestrovsky,Account Manager,Sales,146.66381562036818,18,34.54890009776663,63247.33015899649,0.6876505365888009,3,2
E100441,Dr. Birgitt Kramer,Recruiter,HR,176.69321860738654,13,55.22980551909954,52916.34945021799,0.4894743992404192,13,3
E100442,Prof. Karl-Hermann Staude B.Eng.,Account Manager,Sales,166.2303624300305,9,40.6092909384936,50165.92033635771,0.20236476072438359,10,3
E100443,Hans-Ulrich Weihmann,Sales Lead,Sales,188.48880350177333,16,25.930004220369206,53981.35262485052,0.8733199715968659,12,5
E100444,Heinz-Josef Bähr,Line Manager,HR,150.2916830276347,8,38.28973253454376,38780.35538753886,0.5300479033064575,6,4
E100445,Türkan Buchholz B.Eng.,HR Specialist,HR,130.53800542129906,5,29.372231725338356,40096.45440186971,0.5806191672309939,5,4
E100446,Prof. Helene Tröst,HR Specialist,HR,133.93520513849606,10,45.89349377378153,49888.45730543784,0.4242169306695608,14,1
E100447,Ing. Belinda Lachmann,Software Engineer,IT,164.92969926879044,6,37.386372176731335,43717.77288519968,0.5179221463512492,9,4
E100448,Xaver Junk,Key Account Manager,Sales,197.38942411123134,16,41.632102550273544,71376.12694241694,0.07749575804657474,14,3
E100449,Prof. Hermann-Josef Stumpf,Sales Lead,Sales,137.52709098759192,0,36.30646889953437,30522.570180379105,0.6664354967335429,4,5
E100450,Annita Mälzer,DevOps Engineer,IT,127.35085492840264,4,34.446576961366745,40990.86075167397,0.7511331210196459,10,3
E100451,Eugen Mälzer,System Administrator,IT,139.45610742734067,8,30.26377990384373,41122.33532192684,0.44519315596802966,8,3
E100452,Karolin Budig-Kroker,Line Manager,IT,184.96525600896172,17,48.362229368215296,67839.68831758268,0.31462173298248264,9,4
E100453,Natascha Kambs,HR Manager,HR,148.86773026811798,20,38.26846898200302,67368.0456744466,0.3972778340019831,7,2
E100454,Ing. Reinhard Geisler B.Sc.,Line Manager,Sales,137.59365742528854,1,36.85309106301616,32357.104162905467,0.22026168449602737,11,2
E100455,Josip Pergande,DevOps Engineer,IT,159.44734256690253,10,38.0178610155784,49455.756874654195,0.2879149359969658,7,5
E100456,Torsten Wulf B.Eng.,Business Development Manager,Sales,172.92020010592358,5,33.21138206514225,45164.87117457016,0.5756540153043787,13,3
E100457,Mona Seidel,Data Scientist,IT,155.08187590755688,7,36.88648573223975,37450.117228125004,0.37412333819408533,7,5
E100458,Erkan Dobes-Fiebig,Key Account Manager,Sales,152.51095268695695,3,42.05629814693488,24583.806826924803,0.8419121287017785,5,4
E100459,Cäcilia Gerlach,Business Development Manager,Sales,159.84865550635158,17,29.65863000943235,62932.836514560375,0.3759372437956228,13,2
E100460,Raimund Werner-Sölzer,Business Development Manager,Sales,141.4537881796217,10,31.106480069207922,52342.65628452562,0.38906480356107465,3,3
E100461,Diether Wirth,IT Project Lead,IT,146.53672456314496,4,53.782840936226734,38761.3468790375,0.3005344086878466,4,2
E100462,Dipl.-Ing. Norma Rose MBA.,Software Engineer,IT,183.39063834941987,14,36.37243467200444,64161.02118706956,0.8638798258091666,10,5
E100463,Solveig Schottin,Data Scientist,IT,170.00952786471905,17,34.4843919107599,66186.86337089834,0.4045024765854221,3,4
E100464,Carla Mans,Line Manager,HR,108.9381106407666,1,26.561283944407243,29180.7583407007,0.4196872086493458,9,2
E100465,Horst-Günter Margraf,Line Manager,Sales,158.99007241916888,10,48.506776374742394,38372.8992293016,0.085149533047167,7,2
E100466,Renata Höfig,Sales Representative,Sales,168.78764348089217,12,29.440741864891567,52813.43882902391,0.23711617908329352,5,3
E100467,Hanns Patberg,HR Specialist,HR,142.78789180167726,3,39.84707339038542,41139.79501128899,0.2138440347369614,14,2
E100468,Gero Misicher,Sales Representative,Sales,145.23042714000408,6,22.918149306834096,40039.761086664425,0.6373324724954232,14,3
E100469,Amelie Bohlander B.Eng.,People Operations Lead,HR,173.09731783766506,10,48.18172800364117,50141.60131838882,0.6669666659556075,13,4
E100470,Annelies Seidel,Key Account Manager,Sales,165.92201849456475,3,51.7685624361858,38106.80127153354,0.405376564621977,9,4
E100471,Leonid Scheibe,HR Specialist,HR,158.40702813931807,14,44.845203454780155,52923.53812875092,0.5476262725945378,11,2
E100472,Irmgard Salz-Röhrdanz,Sales Lead,Sales,114.09229940842951,0,24.655198685947035,33116.179483194086,0.2271268054738172,4,3
E100473,Helmuth Rudolph,HR Manager,HR,149.6299393775845,2,48.38762143909231,42185.60895000853,0.8827845130408636,10,4
E100474,Gordon Schleich MBA.,System Administrator,IT,165.85287429063914,13,31.726510003596474,55135.93324053297,0.769403961962186,11,2
E100475,Woldemar Bolander-Mende,HR Business Partner,HR,141.6501005286572,5,28.290281212783874,34354.67789083849,0.7366296935758061,13,4
E100476,Ruben Karz,Sales Lead,Sales,160.25103986488878,17,36.16538954242347,63666.99486489013,0.7622095601720742,5,2
E100477,Jann Seidel,Data Scientist,IT,136.1721237389984,0,35.966323266535106,18878.079456955656,0.24613506295835652,4,5
E100478,Herr Falk Trommler,Recruiter,HR,129.5463180151227,5,34.949513488197105,41684.51631988308,0.5854682639667892,9,3
E100479,Imke Pruschke B.A.,IT Project Lead,IT,167.0851688484287,5,52.73674247904694,42261.371888242895,0.7328845802832562,7,4
E100480,Gundula Holzapfel,IT Project Lead,IT,220.76894056868818,20,60.118259964426265,78378.18146922781,0.5683853764965308,7,5
E100481,Helmtrud Wohlgemut-Kambs,Line Manager,IT,170.30214183339643,15,26.308634626505352,59030.02603716688,0.09129258183619024,12,2
E100482,Rico Schüler,IT Project Lead,IT,156.0476471403972,4,33.1116760567541,40042.426690732354,0.3387661027866456,7,4
E100483,Anne-Katrin Jüttner,System Administrator,IT,179.87745339120855,16,41.427483360449564,57693.559488070496,0.344101397192949,6,4
E100484,Karl-Heinz Stiebitz,Software Engineer,IT,162.45891299210587,9,36.112835090627726,46217.86439737461,0.27556701101672826,7,5
E100485,Eugenia Herrmann-Ullrich,HR Business Partner,HR,155.5447270470098,20,43.99398749278516,62374.07281668901,0.3597565240887081,6,2
E100486,Guiseppe Butte-Säuberlich,Sales Representative,Sales,189.14095448891393,17,49.15985355945795,63026.05189358382,0.532739473381241,8,4
E100487,Vadim Killer-Jessel,Sales Representative,Sales,149.7592170623545,6,47.49365942270041,40473.45423240717,0.6291538167933796,6,3
E100488,Birgitt Scheibe-Trommler,People Operations Lead,HR,110.45584554257594,2,46.09733567849832,35495.99883044448,0.8361865730407101,4,2
E100489,Gero Römer,Line Manager,HR,175.9534521126955,12,56.59095520919723,50882.0155983368,0.2444639704308969,11,4
E100490,Marcella Zorbach-Jüttner,Software Engineer,IT,142.51165972780225,14,24.110527170838907,58416.72675487546,0.6512179594503972,4,2
E100491,Metin Tintzmann-Warmer,Data Scientist,IT,208.561684393814,19,54.801087919546156,66333.09972196167,0.43882030616770823,11,4
E100492,Mark Steckel,Key Account Manager,Sales,182.54963273985683,18,35.87008365910256,64342.50305850243,0.16745861505663456,12,1
E100493,Prof. Greta Bähr,Sales Representative,Sales,136.38034240558764,2,47.85125220675627,34401.81162981515,0.7160685979115495,8,3
E100494,Francesca Girschner,IT Project Lead,IT,141.12918262247686,3,29.703337717205564,36202.61471158505,0.7162469920542511,11,4
E100495,Götz Wilms MBA.,Business Development Manager,Sales,140.9420844606598,4,30.91503608106722,41805.87019525819,0.7823482276478029,11,3
E100496,Enrico Etzler B.A.,IT Project Lead,IT,153.617244885695,0,46.62117291482028,29396.784829350825,0.47276270132910503,5,4
E100497,Gebhard Zirme,Sales Representative,Sales,119.03574692523038,3,20.712699772501544,34250.57325438498,0.45960401992406374,3,3
E100498,Janusz Winkler,Recruiter,HR,137.9583939901177,11,49.894420782883124,51095.96277456387,0.6861723184777515,3,2
E100499,Maxim Kallert,People Operations Lead,HR,147.9400418319439,9,52.59963502341588,44426.679415795035,0.5515824855851088,5,2
E100500,Kornelius Kohl-Fliegner,IT Project Lead,IT,216.2987197657754,20,41.777848538289604,68200.44453216664,0.5731046530277225,7,5
E100501,Dr. Senol Süßebier,Software Engineer,IT,205.2681236641642,19,41.41761035578557,78155.79356536616,0.3964894862119626,5,5
E100502,Univ.Prof. Heinz-Otto Beyer,Business Development Manager,Sales,162.6844701448047,12,31.66363855091548,49436.60619652066,0.7093065939020645,14,2
E100503,Ing. Marija Tschentscher,HR Specialist,HR,163.79606646765666,13,46.74449402403668,54606.71833060346,0.4134212874271151,11,1
E100504,Dipl.-Ing. Leon Hölzenbecher MBA.,System Administrator,IT,183.36536099752178,4,43.47665246407426,36062.55668365155,0.7964612448089874,11,5
E100505,Prof. Ernst-August Jessel MBA.,Sales Representative,Sales,139.02803047163212,3,30.78494603976177,34764.141938778004,0.34129409473128,5,3
E100506,Hans-Eberhard Stiebitz MBA.,Line Manager,HR,151.38139521673102,13,36.08520049911808,54343.803455608024,0.5697916768349708,5,3
E100507,Paola Holzapfel MBA.,Recruiter,HR,164.45489600043675,9,38.406645753041964,49396.200506105,0.37496114420269006,14,4
E100508,Dr. Rosita Gute,Recruiter,HR,138.43324948674345,16,36.07197803480813,53449.12449304103,0.7244462020907689,7,2
E100509,Sükrü Hermann-Birnbaum,Software Engineer,IT,136.56489480973775,9,26.370885866500252,53185.85736266003,0.8733546627514314,4,4
E100510,Ing. Kreszentia Dobes B.Sc.,DevOps Engineer,IT,174.64157049819838,6,46.99020308583896,45162.913998210985,0.5486059330499972,8,5
E100511,Annett Wiek,Line Manager,IT,185.60066743696257,15,37.564895440981054,53785.64206968433,0.6118514893061667,9,5
E100512,Ing. Helmuth Peukert,Line Manager,HR,99.64460406445727,0,40.1536477589331,18654.61363523799,0.8793301137969104,11,1
E100513,Selim Mälzer-Conradi,Recruiter,HR,152.7277685635561,16,34.21733412602573,57114.639269292995,0.6883717162238012,8,1
E100514,Dipl.-Ing. Thoralf Keudel B.Sc.,Account Manager,Sales,164.9789959674985,20,44.7527147397199,68786.66769286439,0.3663604329319163,5,2
E100515,Frau Heidelinde Paffrath,Business Development Manager,Sales,169.94537281653842,8,41.986961843814036,58901.459493453876,0.49542081765173746,14,4
E100516,Edeltraut Krause,Key Account Manager,Sales,141.4016894558768,5,52.12784389130418,42716.28482487136,0.8478351190235321,7,2
E100517,Hans-Günther Hauffer,HR Business Partner,HR,143.627864380693,18,44.80598712938984,56962.05175409271,0.441380943064953,6,1
E100518,Gisbert Dippel,Recruiter,HR,170.71093157743104,12,37.97315598162889,50551.72247549528,0.6503147203656205,7,5
E100519,Regine Fiebig,Account Manager,Sales,119.15981631499147,2,32.602831824974395,33733.93781863508,0.5083813195582825,10,2
E100520,Ali Hörle-Mude,IT Project Lead,IT,137.79022019818805,6,48.659526839166446,43268.41777149049,0.5428710132071515,10,1
E100521,Raik Trapp-Möchlichen,Sales Representative,Sales,147.81060821628841,8,37.17423901213542,39426.25569844789,0.8916826321555118,8,2
E100522,Louise Adolph B.Sc.,HR Business Partner,HR,127.32078103859385,4,38.28282433403779,37325.04886011469,0.3289335446393317,3,2
E100523,Fernando Hande,Recruiter,HR,130.0883689568232,9,38.28028393707325,44411.8043119473,0.5601480273445341,10,2
E100524,Kamil Vogt-Schlosser,People Operations Lead,HR,171.9076521590983,16,35.983922893428705,56481.20718698842,0.48503516886835024,10,5
E100525,Frau Peggy Hövel,Software Engineer,IT,178.5246030458318,11,38.45461005770131,53297.97823349477,0.8769777524808253,4,5
E100526,Ing. Burghard Biggen B.A.,IT Project Lead,IT,217.96613433490296,15,59.26207562732578,63869.385867214114,0.46954354716261654,6,4
E100527,Univ.Prof. Reinhild Scholtz,Account Manager,Sales,141.41535120620551,2,29.521779458723078,38205.206384808094,0.8569968385121887,14,3
E100528,Annamaria Dörschner MBA.,Sales Lead,Sales,139.88016148234817,8,31.8549578923839,48871.93175566938,0.8143731017746825,4,3
E100529,Maik Pieper,HR Specialist,HR,156.37443056765417,14,53.8432441815425,55513.152334298684,0.25632212147415806,6,2
E100530,Univ.Prof. Claudio Hornich MBA.,HR Business Partner,HR,126.13064319345058,4,36.251956155049285,41572.74880731753,0.44428589531024437,14,1
E100531,Leonid Kitzmann,HR Business Partner,HR,151.87300908713186,12,35.49378715925105,55545.27219052144,0.4210234994805175,12,5
E100532,Prof. Hartmuth Gotthard B.Sc.,HR Business Partner,HR,172.63781688884615,13,50.34863856773434,56669.709414760066,0.5510428182370112,9,2
E100533,Anne-Rose Putz,IT Project Lead,IT,177.29257768635094,19,25.79804382718249,64941.534391491004,0.3630207476096119,11,3
E100534,Hans-Martin Möchlichen,IT Project Lead,IT,191.11894591196966,14,48.21454429253406,55515.61936329236,0.23160412125041088,10,4
E100535,Manuel Kraushaar,HR Manager,HR,181.6549199526395,15,40.45616429321544,60369.43468062277,0.8636316297215365,14,3
E100536,Elisabet Weinhold,Recruiter,HR,135.6506335382733,12,44.64802130831977,66199.37233492751,0.4960722652613518,11,1
E100537,Hans Josef Zirme,Key Account Manager,Sales,184.1566685826444,16,44.46030955252126,63506.21240045695,0.8334665880884449,10,2
E100538,Hagen Hendriks,Data Scientist,IT,146.22681854595146,7,33.72017413517362,40944.05748874857,0.25331204001790814,4,4
E100539,Recep Salz,Sales Representative,Sales,206.3317606094516,20,50.51183780149906,65838.05277515278,0.8227710801473663,9,4
E100540,Blanka Beyer,HR Specialist,HR,100.55357691748719,1,34.498622885219305,29541.166936718986,0.5868455617198888,4,2
E100541,Klara Kambs,DevOps Engineer,IT,161.07650624876453,4,44.08849018998742,48886.467237745324,0.4025348715747772,14,4
E100542,Univ.Prof. Hinrich Textor,Business Development Manager,Sales,167.41937074707772,5,52.377244855291366,38003.71677027019,0.6874609670032993,13,3
E100543,Univ.Prof. Clarissa Ernst B.Sc.,System Administrator,IT,207.48746131352158,11,53.789016998464696,56534.35267305143,0.39005481894907396,4,5
E100544,Amanda Hornig B.A.,System Administrator,IT,190.04599169270568,17,37.32873664059308,62120.358772643216,0.8501584192472488,6,4
E100545,Riza Gute,Sales Lead,Sales,135.23796291530917,0,44.63135274241011,31305.92270639814,0.6517786007181628,3,2
E100546,Gino Jessel,Account Manager,Sales,170.95742110246027,16,36.4051120979638,65958.72637004362,0.41456432178604885,7,3
E100547,Rosi Ring-Mühle,Software Engineer,IT,194.65100593852736,10,65.03796227268774,47140.48575095038,0.490674049225614,8,5
E100548,Amanda Weller,DevOps Engineer,IT,150.17112521112907,9,47.80126005873819,44794.441729236154,0.6066392196798858,11,2
E100549,Friedhold Klemm B.Sc.,Data Scientist,IT,193.3535852455539,18,40.840584358369355,74294.34847227664,0.48242918831478837,12,4
E100550,Emma Ebert,Software Engineer,IT,131.22672208377116,13,43.12562173457743,60922.964474478984,0.8760156461569344,10,1
E100551,Ilse Kuhl,HR Specialist,HR,121.89344388214941,9,44.071054154460676,51953.36159345364,0.8051012572722286,4,1
E100552,Sylwia Krause B.Eng.,IT Project Lead,IT,173.05858248079232,14,44.36743540783482,61936.38146561457,0.8883764717654007,3,4
E100553,Dipl.-Ing. Mustafa Oestrovsky,System Administrator,IT,172.86061822541075,18,37.60001782353443,68297.87744155532,0.5736356064084859,4,3
E100554,Undine Pohl,Line Manager,HR,135.68984248392903,3,36.05672700764825,46088.87906587533,0.5803740319531169,9,4
E100555,Ricarda Carsten,Line Manager,IT,141.2391381978918,1,38.48146638273507,32219.541509385785,0.09062408135769054,6,4
E100556,Frau Hulda Schleich,Sales Lead,Sales,152.04199334369628,8,28.603082949527924,48886.3118360046,0.27549915234855227,12,3
E100557,Prof. Gabriel Jungfer,Account Manager,Sales,153.50903328721185,9,47.1827440697446,40745.435357029935,0.5935262702971924,7,3
E100558,Arnulf Junken,IT Project Lead,IT,149.74307814646974,10,31.982949573510275,45875.19656704379,0.691912766990625,14,4
E100559,Florence Matthäi,System Administrator,IT,150.1314452816577,13,29.400499210152834,49995.9050008248,0.4549274955270494,9,2
